sample_num,dna_sample,dna_id,soil_stress,soil_let,soil_type,microbe_type,nickel,drought,tray,growth (8.8.2018),growth (8.15.2018),pds,date.collected,date.dna,pds.8.22.2018,height.8.22.2018,leaf.num.8.22.2018,date.8.22.2018,amt.gem,pds.8.29.2018,height.8.29.2018,leaf.num.8.29.2018,date.8.29.2018,pds.10.22.2018,height.10.22.2018,leaf.num.10.22.2018,date.10.22.2018,pds.9.3.2018,height.9.3.2018,leaf.num.9.3.2018,date.9.3.2018,pds.9.10.2018,height.9.10.2018,leaf.num.9.10.2018,date.9.10.2018,pds.9.24.2018,height.9.24.2018,leaf.num.9.24.2018,date.9.24.2018,pds.9.17.2018,height.9.17.2018,leaf.num.9.17.2018,date.9.17.2018,pds.10.1.2018,height.10.1.2018,leaf.num.10.1.2018,date.10.1.2018,pds.10.8.2018,height.10.8.2018,leaf.num.10.8.2018,date.10.8.2018,pds.10.15.2018,height.10.15.2018,leaf.num.10.15.2018,date.10.15.2018,pds.11.12.2018,height.11.12.2018,leaf.num.11.12.2018,date.11.12.2018,pds.11.19.2018,height.11.19.2018,leaf.num.11.19.2018,date.11.19.2018,pds.11.26.2018,height.11.26.2018,leaf.num.11.26.2018,date.11.26.2018,sample_num_let
188,.,.,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,.,.,.,1,4,3,8/22/18,2,1,4.5,4,8/29/18,2,9,11,10/22/18,1,4.5,4,9/3/18,2,4.5,5,9/10/18,2,5.5,7,9/24/18,2,4.5,5,9/17/18,2,6.5,8,10/1/18,2,7.5,9,10/8/18,2,8,10,10/15/18,3,11.5,12,11/12/18,4,18,12,11/19/18,.,.,.,11/26/18,
189,.,.,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,.,.,.,1,5,5,8/22/18,3,2,5.5,7,8/29/18,4,12.5,7,10/22/18,2,6,7,9/3/18,2,5,9,9/10/18,2,6,10,9/24/18,2,6,9,9/17/18,3,5,9,10/1/18,3,6,7,10/8/18,4,11,7,10/15/18,4,12.5,9,11/12/18,4,12,9,11/19/18,.,.,.,11/26/18,
190,.,.,NS,B,nonserpentine,nonserpentine,no,no,1,yes,yes,.,.,.,1,3,3,8/22/18,3,1,3.5,4,8/29/18,3,9,12,10/22/18,1,3,4,9/3/18,2,3,6,9/10/18,2,7,8,9/24/18,2,5.5,6,9/17/18,2,6.5,8,10/1/18,2,7,10,10/8/18,2,8,12,10/15/18,4,17,9,11/12/18,4,17,9,11/19/18,.,.,.,11/26/18,
191,.,.,NS,B,nonserpentine,nonserpentine,no,no,7,yes,yes,3,10/21/18,.,1,4.5,4,8/22/18,8,1,4.5,4,8/29/18,.,.,.,10/22/18,2,5,4,9/3/18,1,3.5,6,9/10/18,2,5,7,9/24/18,2,4,6,9/17/18,2,8,9,10/1/18,2,8,10,10/8/18,3,9,11,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,191B
192,41B192,41,NS,B,nonserpentine,nonserpentine,no,no,1,yes,yes,5,12/15/18,3/4/19,1,3,4,8/22/18,1,2,3,3,8/29/18,2,6.5,8,10/22/18,1,3,4,9/3/18,1,3,4,9/10/18,2,4,6,9/24/18,2,3.5,5,9/17/18,2,4.5,6,10/1/18,2,4.5,7,10/8/18,2,5.5,7,10/15/18,3,12,11,11/12/18,3,14.5,12,11/19/18,.,.,.,11/26/18,
193,43C193,43,S,C,serpentine,nonserpentine,no,no,7,yes,yes,1,12/1/18,3/8/19,1,2,4,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.333333333,.,11/26/18,193C
194,124C194,124,S,C,serpentine,nonserpentine,no,no,1,yes,yes,1,12/1/18,4/23/19,1,2.5,4,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4,.,11/26/18,194C
195,160C195,160,S,C,serpentine,nonserpentine,no,no,4,yes,yes,6,12/15/18,8/3/19,1,2.5,4,8/22/18,1,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
196,.,.,S,C,serpentine,nonserpentine,no,no,9,yes,yes,1,12/1/18,.,1,2.5,4,8/22/18,1,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,5.166666667,.,11/26/18,196C
197,126C197,126,S,C,serpentine,nonserpentine,no,no,6,yes,yes,1,12/1/18,4/23/19,1,3.5,4,8/22/18,2,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.666666667,.,11/26/18,197C
198,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,1,12/1/18,.,1,3,4,8/22/18,4,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.333333333,.,11/26/18,198C
199,83C199,83,S,C,serpentine,nonserpentine,no,no,9,yes,yes,1,12/1/18,4/1/19,1,3,5,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.333333333,.,11/26/18,199C
200,.,.,S,C,serpentine,nonserpentine,no,no,4,yes,yes,.,.,.,1,3,4,8/22/18,1,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
201,162C201,162,S,C,serpentine,nonserpentine,no,no,2,yes,yes,6,12/15/18,8/3/19,1,3,4,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
202,44C202,44,S,C,serpentine,nonserpentine,no,no,6,yes,yes,1,12/1/18,3/8/19,1,2.5,4,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,3.333333333,.,11/26/18,202C
203,.,.,S,C,serpentine,nonserpentine,no,no,8,yes,yes,.,.,.,1,1.5,2,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
204,80C204,80,S,C,serpentine,nonserpentine,no,no,8,yes,yes,1,12/1/18,4/1/19,1,3,4,8/22/18,2,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4,.,11/26/18,204C
205,161C205,161,S,C,serpentine,nonserpentine,no,no,7,yes,yes,6,12/15/18,8/3/19,1,3.5,4,8/22/18,1,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
206,69C206,69,S,C,serpentine,nonserpentine,no,no,7,yes,yes,5,12/15/18,3/20/19,1,4,4,8/22/18,3,1,4,5,8/29/18,2,5,17,10/22/18,1,3,5,9/3/18,2,4,5,9/10/18,2,4,7,9/24/18,2,3.5,7,9/17/18,2,3.5,12,10/1/18,2,3.5,12,10/8/18,2,4,12,10/15/18,2,9,10,11/12/18,3,9.5,10,11/19/18,.,.,.,11/26/18,206C
207,.,.,S,C,serpentine,nonserpentine,no,no,3,yes,yes,4,11/17/18,.,1,4,4,8/22/18,1,1,4.5,5,8/29/18,.,.,.,10/22/18,2,5,7,9/3/18,2,5,7,9/10/18,2,4,12,9/24/18,2,4.5,9,9/17/18,2,3.5,12,10/1/18,2,4.5,12,10/8/18,2,4.5,16,10/15/18,4,7.5,17,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
208,52C208,52,S,C,serpentine,nonserpentine,no,no,1,yes,yes,2,9/11/18,3/11/19,1,3,4,8/22/18,2,1,3,5,8/29/18,.,.,.,10/22/18,1,3,7,9/3/18,2,3.5,8,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,208C
209,.,.,S,C,serpentine,nonserpentine,no,no,4,yes,yes,.,.,.,1,3,4,8/22/18,1,1,3,4,8/29/18,.,.,.,10/22/18,2,3,5,9/3/18,2,3.5,8,9/10/18,2,3.5,9,9/24/18,2,4,9,9/17/18,,,,10/1/18,2,3.5,11,10/8/18,2,5,14,10/15/18,3,6.5,17,11/12/18,4,8,13,11/19/18,.,.,.,11/26/18,
210,88C210,88,S,C,serpentine,nonserpentine,no,no,5,yes,yes,2,9/11/18,4/3/19,1,3,4,8/22/18,4,1,3.5,5,8/29/18,.,.,.,10/22/18,2,2.5,5,9/3/18,2,4,6,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,210C
211,.,.,S,C,serpentine,nonserpentine,no,no,2,yes,yes,.,.,.,1,2.5,3,8/22/18,3,1,3,4,8/29/18,2,6.5,13,10/22/18,2,3.5,5,9/3/18,2,4,7,9/10/18,2,5.5,8,9/24/18,2,3.5,7,9/17/18,2,5.5,10,10/1/18,2,5.5,12,10/8/18,2,6.5,14,10/15/18,3,8,14,11/12/18,3,9,14,11/19/18,.,.,.,11/26/18,
212,27C212,27,S,C,serpentine,nonserpentine,no,no,6,yes,yes,4,11/17/18,2/22/19,1,3.5,4,8/22/18,2,1,4,5,8/29/18,3,7,13,10/22/18,2,4,6,9/3/18,2,4.5,7,9/10/18,2,5.5,10,9/24/18,2,4,8,9/17/18,2,5.5,11,10/1/18,2,6.5,12,10/8/18,3,6.5,11,10/15/18,4,9.5,10,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,212C
213,.,.,S,C,serpentine,nonserpentine,no,no,4,yes,yes,2,9/11/18,.,1,2.5,4,8/22/18,2,1,2.5,4,8/29/18,.,.,.,10/22/18,1,3,3,9/3/18,2,2.5,5,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,213C
214,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,.,.,.,1,3,4,8/22/18,3,1,3,4,8/29/18,2,4,11,10/22/18,1,3.5,4,9/3/18,2,3.5,6,9/10/18,2,4,6,9/24/18,2,3.5,7,9/17/18,2,3.5,8,10/1/18,2,3.5,9,10/8/18,2,4.5,10,10/15/18,3,5,13,11/12/18,4,5,13,11/19/18,.,.,.,11/26/18,
215,.,.,S,C,serpentine,nonserpentine,no,no,2,yes,yes,2,9/11/0208,.,1,2.5,3,8/22/18,3,1,3.5,4,8/29/18,.,.,.,10/22/18,1,3,5,9/3/18,2,3,6,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,215C
216,.,.,S,C,serpentine,nonserpentine,no,no,6,yes,yes,5,12/15/18,.,1,3,4,8/22/18,3,1,3,4,8/29/18,2,4.5,11,10/22/18,1,3.5,4,9/3/18,2,3.5,5,9/10/18,1,3.5,6,9/24/18,2,3.5,5,9/17/18,2,3,7,10/1/18,2,4,8,10/8/18,2,3.5,8,10/15/18,3,7,12,11/12/18,4,6,16,11/19/18,.,.,.,11/26/18,
217,56C217,56,S,C,serpentine,nonserpentine,no,no,7,yes,yes,5,12/15/18,3/11/19,1,2,2,8/22/18,3,1,2.5,4,8/29/18,2,5,13,10/22/18,1,2,4,9/3/18,2,2.5,6,9/10/18,2,3,9,9/24/18,2,3,8,9/17/18,2,2,9,10/1/18,2,3.5,11,10/8/18,2,5,11,10/15/18,3,8.5,11,11/12/18,4,8.5,8,11/19/18,.,.,.,11/26/18,217C
218,.,.,S,C,serpentine,nonserpentine,no,no,9,yes,yes,.,.,.,1,2.5,4,8/22/18,1,1,2.5,6,8/29/18,2,2.5,16,10/22/18,1,2.5,6,9/3/18,2,3,7,9/10/18,2,3,10,9/24/18,2,2,9,9/17/18,2,2,10,10/1/18,2,3,12,10/8/18,2,2.5,14,10/15/18,3,5.5,13,11/12/18,3,5,18,11/19/18,.,.,.,11/26/18,
219,74C219,74,S,C,serpentine,nonserpentine,no,no,3,yes,yes,5,12/15/18,3/20/19,1,3,4,8/22/18,1,1,4,5,8/29/18,.,.,.,10/22/18,1,4,5,9/3/18,2,3.5,5,9/10/18,2,3.5,8,9/24/18,2,3.5,7,9/17/18,2,3.5,12,10/1/18,2,3.5,15,10/8/18,2,3.5,16,10/15/18,3,5,14,11/12/18,4,5,11,11/19/18,.,.,.,11/26/18,
220,.,.,S,C,serpentine,nonserpentine,no,no,6,yes,yes,5,12/15/18,.,1,3,4,8/22/18,2,1,3,4,8/29/18,4,8.5,8,10/22/18,1,3.5,5,9/3/18,2,4,6,9/10/18,2,3.5,6,9/24/18,2,3.5,6,9/17/18,2,4,7,10/1/18,3,5,8,10/8/18,3,5,8,10/15/18,4,8.5,8,11/12/18,4,8,8,11/19/18,.,.,.,11/26/18,
221,53C221,53,S,C,serpentine,nonserpentine,no,no,6,yes,yes,2,9/11/18,3/11/19,1,2.5,4,8/22/18,2,1,3,5,8/29/18,.,.,.,10/22/18,1,3,5,9/3/18,2,2.5,7,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,221C
222,137C222,137,S,C,serpentine,nonserpentine,no,no,8,yes,yes,3,10/21/18,5/6/19,1,2,2,8/22/18,4,1,2.5,4,8/29/18,.,.,.,10/22/18,1,2.5,4,9/3/18,2,2.5,5,9/10/18,2,2,5,9/24/18,2,2,5,9/17/18,2,2,6,10/1/18,3,2.5,6,10/8/18,3,3.5,7,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,222C
223,.,.,S,C,serpentine,nonserpentine,no,no,7,no,yes,1,12/1/18,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,3.833333333,.,11/26/18,223C
224,.,.,S,C,serpentine,nonserpentine,no,no,2,yes,yes,4,11/17/18,.,1,3,4,8/22/18,2,1,3,4,8/29/18,3,5,13,10/22/18,1,3.5,4,9/3/18,2,3.5,9,9/10/18,2,4,12,9/24/18,2,3.5,10,9/17/18,2,4,11,10/1/18,2,3.5,12,10/8/18,3,4,15,10/15/18,4,9.5,16,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,224C
225,.,.,S,C,serpentine,nonserpentine,no,no,3,yes,yes,2,9/11/18,.,1,1.5,4,8/22/18,2,1,2.5,4,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,2,3,5,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,225C
226,.,.,S,C,serpentine,nonserpentine,no,no,6,yes,yes,2,9/11/18,.,1,1.5,4,8/22/18,2,1,2,5,8/29/18,.,.,.,10/22/18,1,2.5,6,9/3/18,2,2.5,6,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,226C
227,169C227,169,S,C,serpentine,nonserpentine,no,no,9,yes,yes,4,11/17/18,.,1,3.5,4,8/22/18,2,1,3.5,5,8/29/18,.,.,.,10/22/18,1,3,5,9/3/18,2,3.5,8,9/10/18,2,4,11,9/24/18,2,3.5,9,9/17/18,2,3.5,11,10/1/18,2,4,12,10/8/18,2,5,15,10/15/18,4,7.5,11,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,227C
228,.,.,S,C,serpentine,nonserpentine,no,no,9,yes,yes,.,.,.,1,2,4,8/22/18,4,2,3,5,8/29/18,2,4.5,18,10/22/18,1,3,6,9/3/18,2,3,9,9/10/18,2,3,9,9/24/18,2,2.5,8,9/17/18,2,3,12,10/1/18,2,3,13,10/8/18,2,4,13,10/15/18,3,6,15,11/12/18,3,6,15,11/19/18,.,.,.,11/26/18,
229,26C229,26,S,C,serpentine,nonserpentine,no,no,4,yes,yes,4,11/17/18,2/22/19,1,2.5,4,8/22/18,1,1,3,4,8/29/18,3,4.5,16,10/22/18,1,3,4,9/3/18,2,3,6,9/10/18,2,3.5,11,9/24/18,2,3.5,10,9/17/18,2,3,11,10/1/18,2,3,14,10/8/18,3,4,16,10/15/18,4,9.5,13,11/12/18,4,9,16,11/19/18,.,.,.,11/26/18,229C
230,.,.,S,C,serpentine,nonserpentine,no,no,1,yes,yes,.,.,.,1,3.5,4,8/22/18,3,1,3.5,6,8/29/18,2,5,16,10/22/18,2,4,6,9/3/18,2,4,8,9/10/18,2,4,11,9/24/18,2,4.5,9,9/17/18,2,4,13,10/1/18,2,4.5,14,10/8/18,2,4.5,14,10/15/18,3,8,17,11/12/18,4,19,9,11/19/18,.,.,.,11/26/18,
231,.,.,S,C,serpentine,nonserpentine,no,no,8,yes,yes,.,.,.,1,3,4,8/22/18,3,1,2.5,4,8/29/18,2,4.5,11,10/22/18,1,3,6,9/3/18,2,3,6,9/10/18,2,2.5,8,9/24/18,2,3,7,9/17/18,2,3,9,10/1/18,2,3,9,10/8/18,2,3.5,11,10/15/18,2,5,10,11/12/18,3,5,9,11/19/18,.,.,.,11/26/18,
232,.,.,S,C,serpentine,nonserpentine,no,no,8,yes,yes,4,11/17/18,.,1,3.5,4,8/22/18,2,1,3.5,4,8/29/18,4,5,9,10/22/18,1,3.5,5,9/3/18,2,3,6,9/10/18,3,2.5,6,9/24/18,2,3.5,6,9/17/18,3,3,5,10/1/18,4,4,7,10/8/18,4,4,8,10/15/18,4,6,8,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,232C
233,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,5,12/15/18,.,1,3,5,8/22/18,2,1,3,6,8/29/18,4,5,12,10/22/18,2,3,6,9/3/18,2,3,8,9/10/18,2,3,10,9/24/18,2,3,9,9/17/18,2,3,11,10/1/18,2,3.5,12,10/8/18,3,2,13,10/15/18,4,7.5,16,11/12/18,4,7.5,12,11/19/18,.,.,.,11/26/18,
234,.,.,S,C,serpentine,nonserpentine,no,no,8,yes,yes,.,.,.,1,2.5,4,8/22/18,1,1,4,4,8/29/18,2,4.5,12,10/22/18,2,3.5,6,9/3/18,2,3.5,8,9/10/18,2,2.5,10,9/24/18,2,2,9,9/17/18,2,2,10,10/1/18,2,3,12,10/8/18,2,4,13,10/15/18,5,4,10,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
235,.,.,S,C,serpentine,nonserpentine,no,no,3,yes,yes,4,11/17/18,.,1,4,3,8/22/18,1,2,4,3,8/29/18,3,7,8,10/22/18,1,4,4,9/3/18,2,4.5,4,9/10/18,1,5,5,9/24/18,1,4.5,5,9/17/18,2,6.5,6,10/1/18,2,6.5,7,10/8/18,2,6.5,7,10/15/18,4,10,9,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,235C
236,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,2,9/11/18,.,1,2.5,4,8/22/18,3,1,3,5,8/29/18,.,.,.,10/22/18,2,2.5,6,9/3/18,2,3,7,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,236C
237,70C237,70,S,C,serpentine,nonserpentine,no,no,4,yes,yes,5,12/15/18,3/20/19,1,2.5,4,8/22/18,1,1,3,3,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,1,3,6,9/10/18,2,4,10,9/24/18,2,3.5,8,9/17/18,2,3.5,11,10/1/18,2,4.5,10,10/8/18,2,4,12,10/15/18,3,7.5,11,11/12/18,3,6.5,10,11/19/18,.,.,.,11/26/18,
238,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,.,.,.,1,2.5,4,8/22/18,4,1,3,4,8/29/18,2,2.5,4,10/22/18,1,3,3,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,2,2.5,6,10/8/18,2,2,7,10/15/18,2,5,6,11/12/18,2,5,9,11/19/18,.,.,.,11/26/18,
239,28C239,28,S,C,serpentine,nonserpentine,no,no,4,yes,yes,3,10/21/18,2/22/19,1,3,4,8/22/18,1,1,2,5,8/29/18,.,.,.,10/22/18,2,3,6,9/3/18,2,5,7,9/10/18,2,5.5,10,9/24/18,2,5,8,9/17/18,2,5,9,10/1/18,2,5,10,10/8/18,3,6,11,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,239C
240,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,.,.,.,1,3,4,8/22/18,3,2,3,4,8/29/18,2,5,15,10/22/18,1,2.5,5,9/3/18,2,3,6,9/10/18,2,3.5,10,9/24/18,2,3,8,9/17/18,2,3.5,10,10/1/18,2,4,12,10/8/18,2,4,17,10/15/18,3,8,17,11/12/18,4,10,16,11/19/18,.,.,.,11/26/18,
241,.,.,S,C,serpentine,nonserpentine,no,no,4,no,no,1,12/1/18,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.333333333,.,11/26/18,241C
242,.,.,S,C,serpentine,nonserpentine,no,no,3,yes,yes,.,.,.,1,3.5,4,8/22/18,3,1,4,4,8/29/18,.,.,.,10/22/18,1,4.5,5,9/3/18,2,4,7,9/10/18,2,5,10,9/24/18,2,4.5,8,9/17/18,2,5,11,10/1/18,2,5,12,10/8/18,2,5.5,13,10/15/18,3,9,11,11/12/18,3,10.5,12,11/19/18,.,.,.,11/26/18,
243,.,.,S,C,serpentine,nonserpentine,no,no,6,yes,yes,.,.,.,1,2,4,8/22/18,3,1,3,4,8/29/18,2,4,15,10/22/18,1,2.5,3,9/3/18,2,2.5,6,9/10/18,2,2.5,8,9/24/18,2,2,7,9/17/18,2,4,10,10/1/18,2,4,11,10/8/18,2,4,12,10/15/18,2,5,14,11/12/18,2,6,13,11/19/18,.,.,.,11/26/18,
244,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,5,12/15/18,.,1,3,6,8/22/18,2,1,4.5,6,8/29/18,2,5,15,10/22/18,2,4.5,7,9/3/18,2,4,8,9/10/18,2,4.5,11,9/24/18,2,4,11,9/17/18,2,3.5,9,10/1/18,2,5,15,10/8/18,2,5,14,10/15/18,4,10.5,15,11/12/18,4,11.5,16,11/19/18,.,.,.,11/26/18,244C
245,42C245,42,S,C,serpentine,nonserpentine,no,no,1,yes,yes,5,12/15/18,3/4/19,1,2,4,8/22/18,1,2,2.5,4,8/29/18,2,3.5,10,10/22/18,1,2.5,6,9/3/18,1,2.5,6,9/10/18,2,2.5,7,9/24/18,2,2.5,6,9/17/18,2,2,8,10/1/18,2,2,8,10/8/18,2,2.5,10,10/15/18,3,6.5,12,11/12/18,3,6,12,11/19/18,.,.,.,11/26/18,245C
246,.,.,S,C,serpentine,nonserpentine,no,no,1,yes,yes,.,.,.,1,3,4,8/22/18,3,2,3,4,8/29/18,2,4.5,7,10/22/18,1,3,4,9/3/18,3,3.5,6,9/10/18,3,2.5,6,9/24/18,3,3.5,6,9/17/18,2,3.5,8,10/1/18,2,4.5,5,10/8/18,2,4.5,8,10/15/18,3,7,7,11/12/18,3,5,7,11/19/18,.,.,.,11/26/18,
247,.,.,S,C,serpentine,nonserpentine,no,no,7,yes,no,1,12/1/18,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,3.833333333,.,11/26/18,247C
248,94C248,94,S,C,serpentine,nonserpentine,no,no,5,yes,yes,4,11/17/18,4/8/19,1,3.5,5,8/22/18,3,1,3,6,8/29/18,3,6,16,10/22/18,2,3.5,7,9/3/18,2,3.5,10,9/10/18,2,3.5,13,9/24/18,2,3.5,11,9/17/18,2,4,14,10/1/18,2,5.5,15,10/8/18,2,5,19,10/15/18,4,8,10,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,248C
249,107C249,107,S,C,serpentine,nonserpentine,no,no,2,yes,yes,4,11/17/18,4/10/19,1,3,4,8/22/18,3,1,3,5,8/29/18,3,5.5,16,10/22/18,1,3.5,6,9/3/18,2,4,9,9/10/18,2,4.5,12,9/24/18,2,4,9,9/17/18,2,5.5,13,10/1/18,3,5.5,14,10/8/18,3,5.5,15,10/15/18,4,6,13,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,249C
250,131C250,131,S,C,serpentine,nonserpentine,no,no,4,yes,yes,3,10/21/18,5/1/19,1,2.5,4,8/22/18,1,1,3,4,8/29/18,.,.,.,10/22/18,2,2.5,6,9/3/18,2,2.5,6,9/10/18,2,2.5,8,9/24/18,2,2,8,9/17/18,2,3.5,7,10/1/18,3,3,9,10/8/18,3,2,10,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,250C
